PS12_029	2897550	0.186217009
PS12_022	5853349	0.213294375
PS12_007	848249	0.184002184
PS12_046	2005891	0.169636319
PS12_043	436971	0.094660194
PS12_045	927996	0.147532043
PS12_028	1251578	0.154602774
PS12_021	1658468	0.157816377
PS12_026	1070992	0.154436206
PS12_025	3645656	0.177821202
PS12_019	1290872	0.162322946
PS12_038	651987	0.121891311
PS12_017	11547630	0.342718447
PS12_047	1988791	0.189057157
PS12_032	3660939	0.311859444
PS12_018	3894730	0.320621812
PS12_035	3135305	0.184923152
PS12_005	2069564	0.268274854
PS12_009	961705	0.152463926
GS13_001	3773236	0.277386446
GS13_003	1264331	0.186134137
GS13_005	3021100	0.17181045
GS13_006	3567637	0.203303376
GS13_008	2249366	0.190568789
GS13_011	1876058	0.171247872
GS13_012	3455079	0.285263413
GS13_013	1644276	0.174852652
GS13_014	1213603	0.173989899
GS13_015	777601	0.14479377
GS13_016	2607910	0.188229572
GS13_017	2044991	0.165532329
PWS12_002	9378203	0.429265921
PWS12_003	1247166	0.217894996
PWS12_005	7552752	0.251277062
PWS12_006	3488388	0.264563107
PWS12_009	2183710	0.181974039
PWS12_010	8108290	0.349866278
PWS12_011	2214812	0.191817736
PWS12_014	8663133	0.360583942
PWS12_015	1500126	0.216368537
PWS12_016	2557222	0.263658537
PWS12_017	10888080	0.422983479
PWS12_018	2092297	0.182685253
PWS12_021	2256345	0.177636408
PWS12_022	2772485	0.22343788
PWS12_023	1094121	0.162521979
PWS12_063	1976465	0.216436328
PWS12_075	6835069	0.471473659
PWS12_079	4039596	0.286339329
PWS12_094	1934546	0.264224664
PWS12_095	1954679	0.176729406
PWS12_096	2061333	0.183723197
PWS12_097	1264944	0.170845624
PWS12_131	3358162	0.18148688
PWS12_133	982504	0.162388544
UP03_001	5084845	0.397523069
UP03_009	1732014	0.210565111
UP03_017	1435570	0.270054808
UP03_025	1598862	0.258493353
UP03_041	2259099	0.178239609
UP03_002	819538	0.1744907
UP03_010	3383723	0.23931001
UP03_018	2644302	0.303222656
UP03_042	1066188	0.173350923
UP03_003	2649967	0.190266569
UP03_011	10007580	0.415250121
UP03_019	3390043	0.2525055
UP03_027	1344496	0.158708627
UP03_035	1501654	0.172986369
UP03_043	1544799	0.176732673
UP03_004	2337628	0.219613597
UP03_012	2539470	0.173988583
UP03_020	998047	0.155637904
UP03_028	1147545	0.156696819
UP03_036	5167844	0.315111759
UP03_044	5182015	0.348459112
UP03_005	1572817	0.170857988
UP03_013	3682096	0.212445309
UP03_021	2965396	0.186735193
UP03_029	5236518	0.182834914
UP03_037	1803496	0.167568898
UP03_045	1508903	0.177662466
UP03_006	1481217	0.27997003
UP03_014	3164855	0.195228822
UP03_022	2163338	0.183688464
UP03_030	6731002	0.294432288
UP03_038	1331632	0.179781003
UP03_046	2671751	0.216944172
UP03_007	987402	0.15996806
UP03_015	686368	0.128545564
UP03_023	1569600	0.173366215
UP03_047	1167920	0.175870647
UP03_008	2908008	0.309965804
UP03_016	966256	0.159007353
UP03_032	968928	0.158642463
UP03_040	2498652	0.178772316
UP03_048	1488723	0.17453294
